id,original,surface,pronunciation
5307,千代台,千代台,ちよがだい
5308,千代川,千代川,ちよかわ
5309,勅旨,勅旨,ちょくし
5310,直別,直別,ちょくべつ
5311,千代県庁口,千代県庁口,ちよけんちょうぐち
5312,千代崎,千代崎,ちよざき
5313,千代田,千代田,ちよだ
5314,知寄町,知寄町,ちよりちょう
5315,知寄町一丁目,知寄町一丁目,ちよりちょういっちょうめ
5316,知寄町三丁目,知寄町三丁目,ちよりちょうさんちょうめ
5317,知寄町二丁目,知寄町二丁目,ちよりちょうにちょうめ
5318,知来乙,知来乙,ちらいおつ
5319,知立,知立,ちりゅう
5320,知和,知和,ちわ
5321,千綿,千綿,ちわた
5322,津,津,つ
5323,築城,築城,ついき
5324,通洞,通洞,つうどう
5325,都賀,都賀,つが
5326,塚口,塚口,つかぐち
5327,塚口,塚口,つかぐち
5328,塚田,塚田,つかだ
5329,塚西,塚西,つかにし
5330,塚目,塚目,つかのめ
5331,塚原,塚原,つかはら
5332,塚本,塚本,つかもと
5333,塚山,塚山,つかやま
5334,津軽飯詰,津軽飯詰,つがるいいづめ
5335,津軽石,津軽石,つがるいし
5336,津軽今別,津軽今別,つがるいまべつ
5337,津軽大沢,津軽大沢,つがるおおさわ
5338,津軽尾上,津軽尾上,つがるおのえ
5339,津軽五所川原,津軽五所川原,つがるごしょがわら
5340,津軽新城,津軽新城,つがるしんじょう
5341,津軽中里,津軽中里,つがるなかさと
5342,津軽浜名,津軽浜名,つがるはまな
5343,津軽二股,津軽二股,つがるふたまた
5344,津軽宮田,津軽宮田,つがるみやた
5345,津軽湯の沢,津軽湯の沢,つがるゆのさわ
5346,津川,津川,つがわ
5347,月岡,月岡,つきおか
5348,月岡,月岡,つきおか
5349,月ヶ岡,月ヶ岡,つきがおか
5350,月ヶ瀬口,月ヶ瀬口,つきがせぐち
5351,月崎,月崎,つきざき
5352,月寒中央,月寒中央,つきさむちゅうおう
5353,築地,築地,つきじ
5354,築地口,築地口,つきじぐち
5355,築地市場,築地市場,つきじしじょう
5356,月島,月島,つきしま
5357,月田,月田,つきだ
5358,調川,調川,つきのかわ
5359,槻木,槻木,つきのき
5360,つきのわ,つきのわ,つきのわ
5361,築町,築町,つきまち
5362,つきみ野,つきみ野,つきみの
5363,月見山,月見山,つきみやま
5364,築山,築山,つきやま
5365,津久井浜,津久井浜,つくいはま
5366,つくし野,つくし野,つくしの
5367,津久田,津久田,つくだ
5368,佃,佃,つくだ
5369,津久野,津久野,つくの
5370,つくば,つくば,つくば
5371,筑波山頂,筑波山頂,つくばさんちょう
5372,津久見,津久見,つくみ
5373,柘植,柘植,つげ
5374,津古,津古,つこ
5375,辻,辻,つじ
5376,辻堂,辻堂,つじどう
5377,津島,津島,つしま
5378,津新町,津新町,つしんまち
5379,都住,都住,つすみ
5380,津田,津田,つだ
5381,津田沼,津田沼,つだぬま
5382,津田山,津田山,つだやま
5383,土浦,土浦,つちうら
5384,土崎,土崎,つちざき
5385,土沢,土沢,つちざわ
5386,土樽,土樽,つちたる
5387,土橋,土橋,つちはし
5388,土山,土山,つちやま
5389,通津,通津,つづ
5390,筒井,筒井,つつい
5391,筒井,筒井,つつい
5392,筒石,筒石,つついし
5393,都筑,都筑,つづき
5394,都筑ふれあいの丘,都筑ふれあいの丘,つづきふれあいのおか
5395,榴ヶ岡,榴ヶ岡,つつじがおか
5396,つつじヶ丘,つつじヶ丘,つつじがおか
5397,鼓ヶ浦,鼓ヶ浦,つづみがうら
5398,鼓滝,鼓滝,つづみがたき
5399,津奈木,津奈木,つなぎ
5400,綱島,綱島,つなしま
5401,津南,津南,つなん
5402,常澄,常澄,つねずみ
5403,常山,常山,つねやま
5404,都農,都農,つの
5405,津ノ井,津ノ井,つのい
5406,角川,角川,つのがわ
5407,都野津,都野津,つのづ
5408,津ノ森,津ノ森,つのもり
5409,椿,椿,つばき
5410,津幡,津幡,つばた
5411,燕,燕,つばめ
5412,燕三条,燕三条,つばめさんじょう
5413,津福,津福,つぶく
5414,坪井,坪井,つぼい
5415,坪井川公園,坪井川公園,つぼいがわこうえん
5416,壺川,壺川,つぼがわ
5417,壺阪山,壺阪山,つぼさかやま
5418,坪尻,坪尻,つぼじり
5419,妻崎,妻崎,つまざき
5420,津守,津守,つもり
5421,津谷,津谷,つや
5422,津山,津山,つやま
5423,津山口,津山口,つやまぐち
5424,鶴居,鶴居,つるい
5425,鶴岡,鶴岡,つるおか
5426,敦賀,敦賀,つるが
5427,鶴ヶ丘,鶴ヶ丘,つるがおか
5428,鶴ヶ坂,鶴ヶ坂,つるがさか
5429,鶴ヶ島,鶴ヶ島,つるがしま
5430,鶴形,鶴形,つるがた
5431,鶴ヶ峰,鶴ヶ峰,つるがみね
5432,鶴川,鶴川,つるかわ
5433,鶴来,鶴来,つるぎ
5434,鶴崎,鶴崎,つるさき
5435,鶴里,鶴里,つるさと
5436,都留市,都留市,つるし
5437,鶴瀬,鶴瀬,つるせ
5438,鶴田,鶴田,つるた
5439,鶴泊,鶴泊,つるどまり
5440,鶴沼,鶴沼,つるぬま
5441,鶴橋,鶴橋,つるはし
5442,鶴原,鶴原,つるはら
5443,都留文科大学前,都留文科大学前,つるぶんかだいがくまえ
5444,鶴間,鶴間,つるま
5445,鶴舞,鶴舞,つるまい
5446,鶴巻温泉,鶴巻温泉,つるまきおんせん
5447,鶴丸,鶴丸,つるまる
5448,鶴見,鶴見,つるみ
5449,鶴見市場,鶴見市場,つるみいちば
5450,鶴見小野,鶴見小野,つるみおの
5451,鶴見緑地,鶴見緑地,つるみりょくち
5452,鶴羽,鶴羽,つるわ
5453,津和野,津和野,つわの
5454,手稲,手稲,ていね
5455,手柄,手柄,てがら
5456,出来島,出来島,できじま
5457,テクノさかき,テクノさかき,てくのさかき
5458,天塩川温泉,天塩川温泉,てしおがわおんせん
5459,天塩中川,天塩中川,てしおなかがわ
5460,出島,出島,でじま
5461,手樽,手樽,てたる
5462,手力,手力,てぢから
5463,帝塚山,帝塚山,てづかやま
5464,帝塚山三丁目,帝塚山三丁目,てづかやまさんちょうめ
5465,帝塚山四丁目,帝塚山四丁目,てづかやまよんちょうめ
5466,鉄道博物館,鉄道博物館,てつどうはくぶつかん
5467,鉄砲町,鉄砲町,てっぽうちょう
5468,出戸,出戸,でと
5469,出戸浜,出戸浜,でとはま
5470,手ノ子,手ノ子,てのこ
5471,手原,手原,てはら
5472,出町柳,出町柳,でまちやなぎ
5473,出屋敷,出屋敷,でやしき
5474,寺井,寺井,てらい
5475,寺内,寺内,てらうち
5476,寺尾,寺尾,てらお
5477,寺下,寺下,てらした
5478,寺庄,寺庄,てらしょう
5479,寺田,寺田,てらだ
5480,寺田,寺田,てらだ
5481,寺田町,寺田町,てらだちょう
5482,寺地町,寺地町,てらぢちょう
5483,寺泊,寺泊,てらどまり
5484,寺原,寺原,てらはら
5485,寺前,寺前,てらまえ
5486,寺町,寺町,てらまち
5487,寺本,寺本,てらもと
5488,光岡,光岡,てるおか
5489,テレコムセンター,テレコムセンター,てれこむせんたー
5490,田園調布,田園調布,でんえんちょうふ
5491,天下茶屋,天下茶屋,てんがちゃや
5492,電気ビル前,電気ビル前,でんきびるまえ
5493,天空橋,天空橋,てんくうばし
5494,電車事業所前,電車事業所前,でんしゃじぎょうしょまえ
5495,天神,天神,てんじん
5496,天神川,天神川,てんじんがわ
5497,天神ノ森,天神ノ森,てんじんのもり
5498,天神橋筋六丁目,天神橋筋六丁目,てんじんばしすじろくちょうめ
5499,天神南,天神南,てんじんみなみ
5500,天神山,天神山,てんじんやま
5501,天台,天台,てんだい
5502,電鉄石田,電鉄石田,でんてついしだ
5503,電鉄出雲市,電鉄出雲市,でんてついずもし
5504,電鉄魚津,電鉄魚津,でんてつうおづ
5505,電鉄黒部,電鉄黒部,でんてつくろべ
5506,デンテツターミナルビル前,デンテツターミナルビル前,でんてつたーみなるびるまえ
5507,電鉄富山,電鉄富山,でんてつとやま
5508,天道,天道,てんとう
5509,天童,天童,てんどう
5510,天王,天王,てんのう
5511,天応,天応,てんのう
5512,天王寺,天王寺,てんのうじ
5513,天王寺駅前,天王寺駅前,てんのうじえきまえ
5514,天王宿,天王宿,てんのうじゅく
5515,天王洲アイル,天王洲アイル,てんのうずあいる
5516,天王台,天王台,てんのうだい
5517,天王町,天王町,てんのうちょう
5518,天拝山,天拝山,てんぱいざん
5519,伝法,伝法,でんぽう
5520,天満,天満,てんま
5521,伝馬町,伝馬町,てんまちょう
5522,天満町,天満町,てんまちょう
5523,天満橋,天満橋,てんまばし
5524,天文館通,天文館通,てんもんかんどおり
5525,天矢場,天矢場,てんやば
5526,天理,天理,てんり
5527,天竜川,天竜川,てんりゅうがわ
5528,天竜峡,天竜峡,てんりゅうきょう
5529,天竜二俣,天竜二俣,てんりゅうふたまた
5530,天和,天和,てんわ
5531,ドーム前,ドーム前,どーむまえ
5532,ドーム前千代崎,ドーム前千代崎,どーむまえちよざき
5533,土合,土合,どあい
5534,遠浅,遠浅,とあさ
5535,土居,土居,どい
5536,土井,土井,どい
5537,問寒別,問寒別,といかんべつ
5538,土居田,土居田,どいだ
5539,土市,土市,どいち
5540,戸出,戸出,といで
5541,東員,東員,とういん
5542,東雲,東雲,とううん
5543,東栄,東栄,とうえい
5544,東海,東海,とうかい
5545,東海学園前,東海学園前,とうかいがくえんまえ
5546,東海大学前,東海大学前,とうかいだいがくまえ
5547,東海通,東海通,とうかいどおり
5548,東金,東金,とうがね
5549,東京,東京,とうきょう
5550,とうきょうスカイツリー,とうきょうスカイツリー,とうきょうすかいつりー
5551,東京ディズニーシー・ステーション,東京ディズニーシー・ステーション,とうきょうでぃずにーしー・すてーしょん
5552,東京ディズニーランド・ステーション,東京ディズニーランド・ステーション,とうきょうでぃずにーらんど・すてーしょん
5553,東京テレポート,東京テレポート,とうきょうてれぽーと
5554,峠,峠,とうげ
5555,峠下,峠下,とうげした
5556,東郷,東郷,とうごう
5557,東光寺,東光寺,とうこうじ
5558,道後温泉,道後温泉,どうごおんせん
5559,道後公園,道後公園,どうごこうえん
5560,道後山,道後山,どうごやま
5561,東寺,東寺,とうじ
5562,等持院,等持院,とうじいん
5563,同志社前,同志社前,どうししゃまえ
5564,陶磁資料館南,陶磁資料館南,とうじしりょうかんみなみ
5565,堂島,堂島,どうじま
5566,東上,東上,とうじょう
5567,東城,東城,とうじょう
5568,道場,道場,どうじょう
5569,東照宮,東照宮,とうしょうぐう
5570,道成寺,道成寺,どうじょうじ
5571,道場南口,道場南口,どうじょうみなみぐち
5572,動植物園入口,動植物園入口,どうしょくぶつえんいりぐち
5573,唐人町,唐人町,とうじんまち
5574,洞泉,洞泉,どうせん
5575,東大前,東大前,とうだいまえ
5576,塔寺,塔寺,とうでら
5577,道徳,道徳,どうとく
5578,東名,東名,とうな
5579,唐丹,唐丹,とうに
5580,塔ノ沢,塔ノ沢,とうのさわ
5581,唐浜,唐浜,とうのはま
5582,唐の原,唐の原,とうのはる
5583,塔のへつり,塔のへつり,とうのへつり
5584,東武和泉,東武和泉,とうぶいずみ
5585,東武宇都宮,東武宇都宮,とうぶうつのみや
5586,東武金崎,東武金崎,とうぶかなさき
5587,東福寺,東福寺,とうふくじ
5588,東部市場前,東部市場前,とうぶしじょうまえ
5589,東武竹沢,東武竹沢,とうぶたけざわ
5590,動物園前,動物園前,どうぶつえんまえ
5591,動物公園,動物公園,どうぶつこうえん
5592,東武動物公園,東武動物公園,とうぶどうぶつこうえん
5593,東武日光,東武日光,とうぶにっこう
5594,東武練馬,東武練馬,とうぶねりま
5595,道法寺,道法寺,どうほうじ
5596,東北福祉大前,東北福祉大前,とうほくふくしだいまえ
5597,当麻,当麻,とうま
5598,道明寺,道明寺,どうみょうじ
5599,洞爺,洞爺,とうや
5600,東葉勝田台,東葉勝田台,とうようかつただい
5601,東陽町,東陽町,とうようちょう
5602,塘路,塘路,とうろ
5603,十日市場,十日市場,とおかいちば
5604,十日市場,十日市場,とおかいちば
5605,十日市町,十日市町,とおかいちまち
5606,十日町,十日町,とおかまち
5607,十川,十川,とおかわ
5608,十島,十島,とおしま
5609,遠江一宮,遠江一宮,とおとうみいちのみや
5610,遠野,遠野,とおの
5611,十弗,十弗,とおふつ
5612,遠矢,遠矢,とおや
5613,通谷,通谷,とおりたに
5614,通町筋,通町筋,とおりちょうすじ
5615,栂・美木多,栂・美木多,とが・みきた
5616,戸頭,戸頭,とがしら
5617,十勝清水,十勝清水,とかちしみず
5618,斗賀野,斗賀野,とがの
5619,戸狩野沢温泉,戸狩野沢温泉,とがりのざわおんせん
5620,外川,外川,とかわ
5621,十川,十川,とがわ
5622,土岐市,土岐市,ときし
5623,外城田,外城田,ときだ
5624,時庭,時庭,ときにわ
5625,時又,時又,ときまた
5626,常盤,常盤,ときわ
5627,常盤,常盤,ときわ
5628,常盤,常盤,ときわ
5629,ときわ台,ときわ台,ときわだい
5630,ときわ台,ときわ台,ときわだい
5631,常盤平,常盤平,ときわだいら
5632,徳庵,徳庵,とくあん
5633,徳佐,徳佐,とくさ
5634,徳沢,徳沢,とくさわ
5635,徳重,徳重,とくしげ
5636,徳重・名古屋芸大,徳重・名古屋芸大,とくしげ・なごやげいだい
5637,徳島,徳島,とくしま
5638,徳宿,徳宿,とくしゅく
5639,徳田,徳田,とくだ
5640,徳田,徳田,とくだ
5641,徳永,徳永,とくなが
5642,徳益,徳益,とくます
5643,徳丸,徳丸,とくまる
5644,徳満,徳満,とくみつ
5645,徳山,徳山,とくやま
5646,戸倉,戸倉,とぐら
5647,徳力嵐山口,徳力嵐山口,とくりきあらしやまぐち
5648,徳力公団前,徳力公団前,とくりきこうだんまえ
5649,徳和,徳和,とくわ
5650,土気,土気,とけ
5651,戸越,戸越,とごし
5652,戸越銀座,戸越銀座,とごしぎんざ
5653,戸越公園,戸越公園,とごしこうえん
5654,床波,床波,とこなみ
5655,常滑,常滑,とこなめ
5656,常葉大学前,常葉大学前,とこはだいがくまえ
5657,所木,所木,ところぎ
5658,所沢,所沢,ところざわ
5659,土佐穴内,土佐穴内,とさあなない
5660,土佐一宮,土佐一宮,とさいっく
5661,土佐入野,土佐入野,とさいりの
5662,土佐岩原,土佐岩原,とさいわはら
5663,土佐大津,土佐大津,とさおおつ
