id,original,surface,pronunciation
4089,ムジチメドリ,ムジチメドリ,ムジチメドリ
4090,キバシガラス,キバシガラス,キバシガラス
4091,クロエリセイタカシギ,クロエリセイタカシギ,クロエリセイタカシギ
4092,オウインコ,オウインコ,オウインコ
4093,キノドモリゲラ,キノドモリゲラ,キノドモリゲラ
4094,ゴシキハナドリ,ゴシキハナドリ,ゴシキハナドリ
4095,ロイアルカマドドリ,ロイアルカマドドリ,ロイアルカマドドリ
4096,ホッキョクジリス,ホッキョクジリス,ホッキョクジリス
4097,マエカケカザリドリ,マエカケカザリドリ,マエカケカザリドリ
4098,ミヤマズクヨタカ,ミヤマズクヨタカ,ミヤマズクヨタカ
4099,ゴールデンハムスター,ゴールデンハムスター,ゴールデンハムスター
4100,キバラナゲキタイランチョウ,キバラナゲキタイランチョウ,キバラナゲキタイランチョウ
4101,クロオビトウヒチョウ,クロオビトウヒチョウ,クロオビトウヒチョウ
4102,シラオネッタイチョウ,シラオネッタイチョウ,シラオネッタイチョウ
4103,ヒメフルーツコウモリ,ヒメフルーツコウモリ,ヒメフルーツコウモリ
4104,クサチヒメドリ,クサチヒメドリ,クサチヒメドリ
4105,ハイタカ,ハイタカ,ハイタカ
4106,シラボシガラ,シラボシガラ,シラボシガラ
4107,ハシボソガラパゴスフィンチ,ハシボソガラパゴスフィンチ,ハシボソガラパゴスフィンチ
4108,キノドヤブシトド,キノドヤブシトド,キノドヤブシトド
4109,オオミズナギドリ,オオミズナギドリ,オオミズナギドリ
4110,フランクリンジリス,フランクリンジリス,フランクリンジリス
4111,エジプトルーセットオオコウモリ,エジプトルーセットオオコウモリ,エジプトルーセットオオコウモリ
4112,キンコミミバンディクート,キンコミミバンディクート,キンコミミバンディクート
4113,ダヤクフルーツコウモリ,ダヤクフルーツコウモリ,ダヤクフルーツコウモリ
4114,クロビタイサファイアハチドリ,クロビタイサファイアハチドリ,クロビタイサファイアハチドリ
4115,サンガクハタネズミ,サンガクハタネズミ,サンガクハタネズミ
4116,サバクムクドリモドキ,サバクムクドリモドキ,サバクムクドリモドキ
4117,チャバネスズメモドキ,チャバネスズメモドキ,チャバネスズメモドキ
4118,ネズミイルカ,ネズミイルカ,ネズミイルカ
4119,ゴシキソウシチョウ,ゴシキソウシチョウ,ゴシキソウシチョウ
4120,アオボウシキリハシ,アオボウシキリハシ,アオボウシキリハシ
4121,チュウヒロハシクジラドリ,チュウヒロハシクジラドリ,チュウヒロハシクジラドリ
4122,チャガシラハシリブッポウソウ,チャガシラハシリブッポウソウ,チャガシラハシリブッポウソウ
4123,シロアホウドリ,シロアホウドリ,シロアホウドリ
4124,キバナシマセゲラ,キバナシマセゲラ,キバナシマセゲラ
4125,カワリウタオオタカ,カワリウタオオタカ,カワリウタオオタカ
4126,キハタリス,キハタリス,キハタリス
4127,ニシアカガシラエボシドリ,ニシアカガシラエボシドリ,ニシアカガシラエボシドリ
4128,メジロ,メジロ,メジロ
4129,アルパカ,アルパカ,アルパカ
4130,コサザイチメドリ,コサザイチメドリ,コサザイチメドリ
4131,メキシコミミヨタカ,メキシコミミヨタカ,メキシコミミヨタカ
4132,クロホオヒゲコウモリ,クロホオヒゲコウモリ,クロホオヒゲコウモリ
4133,アビシニアコロブス,アビシニアコロブス,アビシニアコロブス
4134,アンデスヒワ,アンデスヒワ,アンデスヒワ
4135,メラネシアミカドバト,メラネシアミカドバト,メラネシアミカドバト
4136,ノドジロパプアヤブヒタキ,ノドジロパプアヤブヒタキ,ノドジロパプアヤブヒタキ
4137,ロドリゲスオオコウモリ,ロドリゲスオオコウモリ,ロドリゲスオオコウモリ
4138,ワキアカジネズミオポッサム,ワキアカジネズミオポッサム,ワキアカジネズミオポッサム
4139,シュイロマシコ,シュイロマシコ,シュイロマシコ
4140,マミジロヤブフウキンチョウ,マミジロヤブフウキンチョウ,マミジロヤブフウキンチョウ
4141,ムナジロマルハシ,ムナジロマルハシ,ムナジロマルハシ
4142,ソロモンウミワシ,ソロモンウミワシ,ソロモンウミワシ
4143,クロテン,クロテン,クロテン
4144,マリアナメジロ,マリアナメジロ,マリアナメジロ
4145,フーパーシロアシマウス,フーパーシロアシマウス,フーパーシロアシマウス
4146,シロビタイシャコバト,シロビタイシャコバト,シロビタイシャコバト
4147,テジナハツカネズミ,テジナハツカネズミ,テジナハツカネズミ
4148,コゲチャミツスイ,コゲチャミツスイ,コゲチャミツスイ
4149,モグラヒミズ,モグラヒミズ,モグラヒミズ
4150,フグリサバンナネズミ,フグリサバンナネズミ,フグリサバンナネズミ
4151,マメジャコウネズミ,マメジャコウネズミ,マメジャコウネズミ
4152,ユキコサギ,ユキコサギ,ユキコサギ
4153,ヒロハシサギ,ヒロハシサギ,ヒロハシサギ
4154,トビウサギ,トビウサギ,トビウサギ
4155,モリポケットマウス,モリポケットマウス,モリポケットマウス
4156,ヤブサメ,ヤブサメ,ヤブサメ
4157,ヤブカローネズミ,ヤブカローネズミ,ヤブカローネズミ
4158,ドウイロテリオハチドリ,ドウイロテリオハチドリ,ドウイロテリオハチドリ
4159,カンムリキジ,カンムリキジ,カンムリキジ
4160,ハイアシシマリス,ハイアシシマリス,ハイアシシマリス
4161,エナガカマドドリ,エナガカマドドリ,エナガカマドドリ
4162,オオダイガハラサンショウウオ,オオダイガハラサンショウウオ,オオダイガハラサンショウウオ
4163,ズアカスズメモドキ,ズアカスズメモドキ,ズアカスズメモドキ
4164,ヤクシャウズラ,ヤクシャウズラ,ヤクシャウズラ
4165,ヴィクーニャ,ヴィクーニャ,ヴィクーニャ
4166,ニシアンデスエメラルドハチドリ,ニシアンデスエメラルドハチドリ,ニシアンデスエメラルドハチドリ
4167,オレンジオーストラリアヒタキ,オレンジオーストラリアヒタキ,オレンジオーストラリアヒタキ
4168,ボネリークマタカ,ボネリークマタカ,ボネリークマタカ
4169,ヒメアジサシ,ヒメアジサシ,ヒメアジサシ
4170,ウスグロチャツグミ,ウスグロチャツグミ,ウスグロチャツグミ
4171,ミツユビカワセミ,ミツユビカワセミ,ミツユビカワセミ
4172,ハイイロシャコバト,ハイイロシャコバト,ハイイロシャコバト
4173,サンエステバンシロアシマウス,サンエステバンシロアシマウス,サンエステバンシロアシマウス
4174,ツメナガセキレイ,ツメナガセキレイ,ツメナガセキレイ
4175,アゴジロムジツグミ,アゴジロムジツグミ,アゴジロムジツグミ
4176,メジロアフリカヒヨドリ,メジロアフリカヒヨドリ,メジロアフリカヒヨドリ
4177,アカアメリカムシクイ,アカアメリカムシクイ,アカアメリカムシクイ
4178,キタハタネズミ,キタハタネズミ,キタハタネズミ
4179,ハシナガシトド,ハシナガシトド,ハシナガシトド
4180,ハシナガゴシキタイヨウチョウ,ハシナガゴシキタイヨウチョウ,ハシナガゴシキタイヨウチョウ
4181,カワリサンコウチョウ,カワリサンコウチョウ,カワリサンコウチョウ
4182,アフリカカワツバメ,アフリカカワツバメ,アフリカカワツバメ
4183,ヨーロッパマヤネ,ヨーロッパマヤネ,ヨーロッパマヤネ
4184,オキナワフグ,オキナワフグ,オキナワフグ
4185,ラロトンガヒメアオバト,ラロトンガヒメアオバト,ラロトンガヒメアオバト
4186,アメリカオオアジサシ,アメリカオオアジサシ,アメリカオオアジサシ
4187,ミドリズキンフウキンチョウ,ミドリズキンフウキンチョウ,ミドリズキンフウキンチョウ
4188,エチオピアクサマウス,エチオピアクサマウス,エチオピアクサマウス
4189,スプリングボック,スプリングボック,スプリングボック
4190,ボブキャット,ボブキャット,ボブキャット
4191,ヒメアオヒヨドリ,ヒメアオヒヨドリ,ヒメアオヒヨドリ
4192,ネパールワシミミズク,ネパールワシミミズク,ネパールワシミミズク
4193,シロエリハゲワシ,シロエリハゲワシ,シロエリハゲワシ
4194,セイタカコウ,セイタカコウ,セイタカコウ
4195,テンレック,テンレック,テンレック
4196,ズアカマシコ,ズアカマシコ,ズアカマシコ
4197,エビチャゲラ,エビチャゲラ,エビチャゲラ
4198,ヒロガオマウス,ヒロガオマウス,ヒロガオマウス
4199,モモイロペリカン,モモイロペリカン,モモイロペリカン
4200,カオグロクイナ,カオグロクイナ,カオグロクイナ
4201,サイ,サイ,サイ
4202,サモアオオコウモリ,サモアオオコウモリ,サモアオオコウモリ
4203,コバシイワタイランチョウ,コバシイワタイランチョウ,コバシイワタイランチョウ
4204,フェルナンデスカラタイランチョウ,フェルナンデスカラタイランチョウ,フェルナンデスカラタイランチョウ
4205,ミミグロカッコウ,ミミグロカッコウ,ミミグロカッコウ
4206,キタウタミソサザイ,キタウタミソサザイ,キタウタミソサザイ
4207,キバシリ,キバシリ,キバシリ
4208,アカオビチュウハシ,アカオビチュウハシ,アカオビチュウハシ
4209,カオグロイソヒヨドリ,カオグロイソヒヨドリ,カオグロイソヒヨドリ
4210,チコハイイロギツネ,チコハイイロギツネ,チコハイイロギツネ
4211,ベニノドカザリドリモドキ,ベニノドカザリドリモドキ,ベニノドカザリドリモドキ
4212,オオダーウィンフィンチ,オオダーウィンフィンチ,オオダーウィンフィンチ
4213,レンネルオウギビタキ,レンネルオウギビタキ,レンネルオウギビタキ
4214,シロハラサンショウクイ,シロハラサンショウクイ,シロハラサンショウクイ
4215,ノドジロクロミズナギドリ,ノドジロクロミズナギドリ,ノドジロクロミズナギドリ
4216,チヤックウイルヨタカ,チヤックウイルヨタカ,チヤックウイルヨタカ
4217,チリーカマドドリ,チリーカマドドリ,チリーカマドドリ
4218,ズグロアリモズ,ズグロアリモズ,ズグロアリモズ
4219,カイツブリ,カイツブリ,カイツブリ
4220,チャゴシエメラルドハチドリ,チャゴシエメラルドハチドリ,チャゴシエメラルドハチドリ
4221,チスイコウモリ,チスイコウモリ,チスイコウモリ
